company_id,company_size,employees,annual_revenue,baseline_ebitda,ebitda_margin,industry,company_age,region,ownership,growth_stage,project_type,complexity,investment_amount,ai_intensity,deployment_months,has_kpi_tracking,is_mature_implementation,is_successful,success_probability,revenue_impact_pct,ebitda_impact_pct,valuation_multiple_expansion,revenue_increase_absolute,ebitda_increase_absolute,annual_roi,payback_months,project_id,start_date,status,completion_percentage,primary_technology,team_size,has_external_vendor
COMP_0087,Small,3,326494.74,19926.62,0.061,Government,1,Europe,Public,Growth,Process Automation,Intermediate,17930.78,0.054919,3,False,False,False,0.58,-1.92,-2.2,-0.096,-6265.56,-438.36,-0.1869,120.0,AI_PROJ_0087,2025-01-11,Deployment,0.79,Microsoft Power Platform,4,False
COMP_0088,Small,3,447728.63,84157.71,0.188,Energy/Utilities,16,Europe,Public,Growth,Process Automation,Intermediate,13487.69,0.030125,8,True,False,True,0.65,12.94,20.58,1.052,57930.91,17317.69,2.7895,9.3,AI_PROJ_0088,2025-07-04,Planning,0.19,Google Cloud AI + Python,9,True
COMP_0089,Small,10,1564172.43,301955.57,0.193,Technology,7,Europe,Private,Growth,Customer Analytics/Personalization,Basic,35705.66,0.022827,3,True,False,True,0.81,5.88,11.76,0.671,91900.4,35519.35,1.7843,12.1,AI_PROJ_0089,2025-07-24,Planning,0.2,H2O.ai + R,19,True
COMP_0090,Small,6,1541161.0,15411.61,0.01,Retail/E-commerce,1,Asia-Pacific,Private,Growth,Process Automation,Basic,29071.34,0.018863,3,False,False,False,0.75,2.7,2.24,0.135,41644.43,345.75,0.7222,120.0,AI_PROJ_0090,2025-01-05,Deployment,0.75,Custom ML Pipeline,5,False
COMP_0091,Medium,108,24316524.52,4829273.36,0.1986,Energy/Utilities,59,Europe,Public,Mature,Fraud Detection/Risk Management,Intermediate,1088151.29,0.044749,15,False,False,True,0.66,8.44,11.03,0.577,2053308.17,532656.52,1.1882,24.5,AI_PROJ_0091,2024-11-22,Deployment,0.94,Scikit-learn + Python,9,False
COMP_0092,Medium,50,10478926.87,311000.18,0.0297,Manufacturing,12,Asia-Pacific,Private,Mature,Other,Basic,178280.01,0.017013,3,False,False,True,0.45,7.45,7.6,0.468,780811.27,23622.72,2.2561,90.6,AI_PROJ_0092,2025-03-25,Deployment,0.7,Microsoft Power Platform,9,False
COMP_0093,Small,11,2053626.67,460034.51,0.224,Other,28,Asia-Pacific,Private,Mature,Supply Chain Optimization,Basic,35507.01,0.01729,5,False,True,False,0.73,1.47,1.32,0.073,30110.35,6080.85,0.5096,70.1,AI_PROJ_0093,2023-03-21,Completed,1.0,Azure ML + .NET,5,False
COMP_0094,Small,2,307392.97,81019.02,0.2636,Financial Services,74,North America,Private,Mature,Fraud Detection/Risk Management,Intermediate,5704.05,0.018556,8,False,False,True,0.74,2.43,2.37,0.146,7459.02,1920.65,0.8222,35.6,AI_PROJ_0094,2024-09-06,Completed,1.0,DataRobot Platform,8,True
COMP_0095,Small,12,1645538.99,361060.85,0.2194,Professional Services,5,Asia-Pacific,Private,Startup,Computer Vision,Intermediate,35126.25,0.021346,3,False,False,True,0.54,6.19,5.53,0.689,101787.47,19974.31,1.7332,21.1,AI_PROJ_0095,2025-02-18,Deployment,0.88,DataRobot Platform,17,False
COMP_0096,Small,42,2404205.23,179143.33,0.0745,Healthcare,40,North America,Private,Mature,Customer Analytics/Personalization,Intermediate,89077.99,0.037051,3,True,False,False,0.61,1.07,1.12,0.054,25786.34,2005.66,0.156,120.0,AI_PROJ_0096,2023-09-24,Completed,1.0,Google Cloud AI + Python,2,True
COMP_0097,Small,49,8275582.13,1007306.87,0.1217,Technology,7,North America,Private,Growth,Customer Analytics/Personalization,Intermediate,188650.74,0.022796,3,False,True,True,0.81,27.11,35.29,4.0,2243251.99,355463.04,6.8876,6.4,AI_PROJ_0097,2023-03-15,Completed,1.0,DataRobot Platform,5,False
COMP_0098,Medium,194,108645096.86,8791439.25,0.0809,Healthcare,19,Asia-Pacific,Private,Mature,Process Automation,Basic,2574181.71,0.023693,7,True,False,False,0.58,-4.8,-5.45,-0.24,-5213283.57,-479055.88,-1.1057,120.0,AI_PROJ_0098,2024-04-25,Completed,1.0,Custom ML Pipeline,8,False
COMP_0099,Small,49,12038290.23,2478759.48,0.2059,Technology,11,Other,Private,Growth,Process Automation,Intermediate,312596.31,0.025967,5,False,False,True,0.88,17.71,29.05,2.734,2132355.69,720026.0,4.5624,5.2,AI_PROJ_0099,2022-11-15,Completed,1.0,Azure ML + .NET,4,True
COMP_0100,Medium,166,72750530.9,7250239.96,0.0997,Technology,5,North America,Private,Startup,Process Automation,Advanced,1274155.19,0.017514,3,False,False,True,0.78,2.56,3.8,0.46,1859742.55,275357.58,0.8378,55.5,AI_PROJ_0100,2023-07-28,Completed,1.0,AWS SageMaker + Python,8,True
COMP_0101,Large,1846,501560196.11,13221297.46,0.0264,Education,56,North America,Public,Declining,Predictive Analytics,Advanced,33563436.66,0.066918,7,True,False,True,0.29,9.95,21.53,0.43,49930114.58,2846864.55,0.7862,120.0,AI_PROJ_0101,2024-02-20,Completed,1.0,Scikit-learn + Python,19,False
COMP_0102,Small,18,2846991.81,360649.2,0.1267,Manufacturing,7,Europe,Private,Mature,Process Automation,Intermediate,54984.09,0.019313,3,False,False,True,0.81,1.56,2.28,0.143,44404.9,8228.51,0.4786,80.2,AI_PROJ_0102,2025-06-04,Development,0.68,AWS SageMaker + Python,2,False
COMP_0103,Small,49,9311934.01,671498.87,0.0721,Retail/E-commerce,1,North America,Private,Growth,Process Automation,Basic,98537.25,0.010582,5,True,False,True,0.75,3.1,5.33,0.167,288654.27,35780.39,1.6463,33.0,AI_PROJ_0103,2025-06-26,Development,0.44,Custom ML Pipeline,4,False
COMP_0104,Small,4,788898.1,172919.7,0.2192,Other,25,Asia-Pacific,Private,Mature,Natural Language Processing,Intermediate,26257.12,0.033283,3,False,False,False,0.66,0.04,0.04,0.002,331.16,65.28,0.0075,120.0,AI_PROJ_0104,2023-08-15,Completed,1.0,Custom ML Pipeline,15,False
COMP_0105,Medium,287,47520680.21,3405946.68,0.0717,Government,5,North America,Private,Startup,Customer Analytics/Personalization,Intermediate,1181771.55,0.024869,4,True,True,True,0.41,17.51,34.54,1.494,8319812.55,1176245.29,4.0177,12.1,AI_PROJ_0105,2023-06-15,Completed,1.0,AWS SageMaker + Python,2,True
COMP_0106,Large,1540,1050232356.89,171291900.8,0.1631,Healthcare,20,North America,Public,Mature,Natural Language Processing,Intermediate,31471410.51,0.029966,3,False,False,False,0.41,-2.24,-2.21,-0.112,-23543569.57,-3781326.45,-0.4341,120.0,AI_PROJ_0106,2024-07-08,Completed,1.0,IBM Watson + Java,10,False
COMP_0107,Small,15,1429213.32,198016.08,0.1385,Retail/E-commerce,3,North America,Private,Startup,Customer Analytics/Personalization,Intermediate,23363.23,0.016347,3,True,True,True,0.68,6.98,16.7,0.748,99758.13,33061.74,2.8425,8.5,AI_PROJ_0107,2025-04-11,Development,0.44,TensorFlow + Python,10,False
COMP_0108,Medium,51,22390513.48,1700918.42,0.076,Technology,30,Europe,Private,Mature,Process Automation,Intermediate,656360.79,0.029314,3,False,True,False,0.78,-0.51,-0.54,-0.026,-115215.68,-9202.1,-0.0948,120.0,AI_PROJ_0108,2024-07-06,Completed,1.0,Custom ML Pipeline,5,False
COMP_0109,Medium,50,23439565.17,3343688.32,0.1427,Retail/E-commerce,31,North America,Private,Mature,Computer Vision,Advanced,610919.17,0.026064,4,True,True,True,0.48,50.0,80.0,4.0,11719782.59,2674950.66,11.7812,2.7,AI_PROJ_0109,2023-10-11,Completed,1.0,PyTorch + Python,5,False
COMP_0110,Large,518,568753774.95,45040762.22,0.0792,Technology,8,North America,Public,Mature,Customer Analytics/Personalization,Intermediate,34199842.92,0.060131,3,False,False,True,0.61,35.47,52.9,4.0,201737624.59,23827682.01,3.2978,17.2,AI_PROJ_0110,2023-06-11,Completed,1.0,Custom ML Pipeline,24,True
COMP_0111,Small,6,724574.84,22957.84,0.0317,Professional Services,6,North America,Private,Growth,Natural Language Processing,Intermediate,22198.36,0.030636,4,False,False,True,0.64,44.17,50.47,4.0,320032.14,11587.62,7.4695,23.0,AI_PROJ_0111,2024-07-26,Completed,1.0,Azure ML + .NET,3,False
COMP_0112,Large,2592,1977719525.15,217108981.76,0.1098,Healthcare,15,Europe,Private,Growth,Process Automation,Intermediate,130966241.39,0.066221,8,False,False,True,0.48,6.67,8.66,0.963,131930455.64,18798301.13,0.5754,83.6,AI_PROJ_0112,2023-05-21,Completed,1.0,DataRobot Platform,9,False
COMP_0113,Small,8,1499641.32,229218.27,0.1528,Transportation/Logistics,34,Other,Private,Mature,Process Automation,Basic,25807.49,0.017209,4,False,True,True,0.78,26.92,34.91,2.013,403740.01,80028.02,9.3726,3.9,AI_PROJ_0113,2024-04-12,Completed,1.0,Azure ML + .NET,13,True
COMP_0114,Large,603,278843994.73,2788439.95,0.01,Professional Services,10,North America,Public,Growth,Process Automation,Basic,4769203.04,0.017103,5,True,False,False,0.51,-1.46,-1.45,-0.073,-4058644.34,-40491.43,-0.4298,120.0,AI_PROJ_0114,2025-03-09,Deployment,0.88,IBM Watson + Java,3,True
COMP_0115,Small,49,8110702.78,1141076.79,0.1407,Retail/E-commerce,42,North America,Private,Mature,Process Automation,Intermediate,284718.95,0.035104,8,False,False,True,0.75,33.06,42.05,4.0,2681398.85,479773.21,5.5514,7.1,AI_PROJ_0115,2024-03-12,Completed,1.0,Scikit-learn + Python,6,False
COMP_0116,Large,4150,3669498843.58,858554362.5,0.234,Transportation/Logistics,15,North America,Public,Growth,Process Automation,Intermediate,149356832.54,0.040702,6,False,False,True,0.58,26.08,26.85,1.681,957035506.56,230478950.15,3.9754,7.8,AI_PROJ_0116,2024-05-18,Completed,1.0,H2O.ai + R,15,False
COMP_0117,Medium,105,38897366.36,10298363.62,0.2648,Technology,7,Europe,Public,Growth,Customer Analytics/Personalization,Intermediate,343078.82,0.00882,3,False,False,True,0.71,12.04,16.11,0.903,4685111.46,1658911.14,9.2457,2.5,AI_PROJ_0117,2023-11-15,Completed,1.0,H2O.ai + R,5,False
COMP_0118,Medium,50,17592825.19,2594675.47,0.1475,Technology,2,North America,Public,Startup,Process Automation,Basic,142948.14,0.008125,3,True,False,True,0.78,1.46,4.4,0.117,256827.5,114248.15,1.2979,15.0,AI_PROJ_0118,2025-02-23,Deployment,0.79,Scikit-learn + Python,8,True
COMP_0119,Small,7,921406.46,9214.06,0.01,Other,1,North America,Private,Growth,Predictive Analytics,Intermediate,20817.57,0.022593,8,False,False,False,0.59,-0.9,-1.03,-0.045,-8263.39,-94.85,-0.2007,120.0,AI_PROJ_0119,2024-10-20,Deployment,0.76,H2O.ai + R,15,False
COMP_0120,Medium,95,40667307.68,7337623.3,0.1804,Technology,4,North America,Private,Growth,Supply Chain Optimization,Intermediate,457928.37,0.01126,3,False,False,True,0.78,3.1,4.15,0.614,1262628.82,304422.81,1.711,18.1,AI_PROJ_0120,2024-08-08,Completed,1.0,Scikit-learn + Python,5,True
COMP_0121,Medium,155,75620332.39,13463375.01,0.178,Media/Entertainment,2,Europe,Private,Startup,Process Automation,Intermediate,1939443.82,0.025647,3,True,False,True,0.63,16.55,34.39,1.154,12514776.97,4630294.82,4.4201,5.0,AI_PROJ_0121,2023-12-29,Completed,1.0,Google Cloud AI + Python,11,True
COMP_0122,Small,49,9178989.92,1395007.14,0.152,Manufacturing,10,North America,Private,Growth,Process Automation,Intermediate,185989.95,0.020263,3,False,False,True,0.81,3.29,4.45,0.181,301859.5,62144.47,0.9786,35.9,AI_PROJ_0122,2024-11-26,Deployment,0.75,Custom ML Pipeline,15,False
COMP_0123,Small,49,4101330.72,781026.01,0.1904,Technology,11,Asia-Pacific,Private,Growth,Process Automation,Intermediate,285912.07,0.069712,5,False,False,False,0.88,2.92,2.7,0.146,119794.57,21096.14,0.2464,120.0,AI_PROJ_0123,2023-06-22,Completed,1.0,TensorFlow + Python,3,True
COMP_0124,Medium,292,50643226.39,2193962.65,0.0433,Government,39,North America,Private,Mature,Supply Chain Optimization,Advanced,4176948.5,0.082478,9,False,False,False,0.48,-1.78,-2.05,-0.089,-901829.22,-45079.16,-0.1133,120.0,AI_PROJ_0124,2023-04-27,Completed,1.0,Microsoft Power Platform,10,True
COMP_0125,Small,49,8689434.37,1264111.28,0.1455,Technology,42,Europe,Public,Mature,Process Automation,Basic,83697.3,0.009632,4,True,True,True,0.88,50.0,80.0,4.0,4344717.18,1011289.02,31.9963,1.0,AI_PROJ_0125,2022-11-21,Completed,1.0,DataRobot Platform,18,False
COMP_0126,Small,15,1520350.75,160245.75,0.1054,Manufacturing,59,North America,Private,Mature,Process Automation,Intermediate,101076.3,0.066482,5,False,False,True,0.81,14.92,15.65,1.463,226877.3,25080.04,1.2464,48.4,AI_PROJ_0126,2023-07-27,Completed,1.0,Custom ML Pipeline,3,False
COMP_0127,Medium,407,295191136.59,33873856.7,0.1148,Technology,2,North America,Private,Startup,Fraud Detection/Risk Management,Intermediate,15631437.42,0.052954,3,True,True,True,0.74,50.0,80.0,4.0,147595568.29,27099085.36,5.5879,6.9,AI_PROJ_0127,2022-12-14,Completed,1.0,AWS SageMaker + Python,9,True
COMP_0128,Medium,50,18827687.25,2496328.7,0.1326,Other,1,North America,Private,Startup,Process Automation,Advanced,1610229.09,0.085525,12,True,False,True,0.63,50.0,80.0,3.062,9413843.62,1997062.96,3.5433,9.7,AI_PROJ_0128,2023-06-10,Completed,1.0,Apache Spark + Scala,23,False
COMP_0129,Small,4,381239.92,51760.37,0.1358,Healthcare,12,North America,Private,Mature,Predictive Analytics,Intermediate,12176.25,0.031939,16,True,False,True,0.69,23.72,51.01,3.491,90436.46,26403.42,4.7979,5.5,AI_PROJ_0129,2024-11-11,Deployment,0.81,DataRobot Platform,3,False
COMP_0130,Small,49,3948272.17,673014.63,0.1705,Manufacturing,4,North America,Public,Growth,Process Automation,Basic,42175.27,0.010682,3,False,False,True,0.81,1.68,1.84,0.154,66143.04,12355.58,0.9306,41.0,AI_PROJ_0130,2025-07-27,Planning,0.21,PyTorch + Python,8,False
COMP_0131,Small,24,4916646.08,390656.98,0.0795,Media/Entertainment,6,Asia-Pacific,Private,Growth,Process Automation,Basic,33339.58,0.006781,3,False,False,True,0.73,3.25,3.04,0.405,159956.73,11869.53,2.5769,33.7,AI_PROJ_0131,2022-12-01,Completed,1.0,Scikit-learn + Python,9,True
COMP_0132,Small,42,5828071.34,302398.52,0.0519,Manufacturing,10,North America,Private,Growth,Process Automation,Intermediate,144730.95,0.024833,6,False,False,True,0.81,7.04,7.34,0.439,410393.36,22205.55,1.4945,78.2,AI_PROJ_0132,2025-03-14,Deployment,0.89,AWS SageMaker + Python,2,True
COMP_0133,Small,49,7012851.47,1346574.3,0.192,Financial Services,1,North America,Private,Startup,Process Automation,Basic,58542.29,0.008348,4,False,False,False,0.78,0.9,0.85,0.045,63368.66,11488.66,0.6393,61.1,AI_PROJ_0133,2022-12-11,Completed,1.0,Microsoft Power Platform,5,True
COMP_0134,Small,8,516071.68,5160.72,0.01,Healthcare,6,Asia-Pacific,Private,Mature,Predictive Analytics,Basic,4748.36,0.009201,4,True,False,True,0.54,5.64,12.84,0.408,29113.79,662.39,3.1354,86.0,AI_PROJ_0134,2024-02-14,Completed,1.0,Microsoft Power Platform,17,False
COMP_0135,Medium,50,8624563.48,1447693.95,0.1679,Healthcare,1,Other,Private,Startup,Process Automation,Intermediate,73231.01,0.008491,10,True,False,True,0.58,1.45,2.71,0.079,124900.39,39243.92,1.1207,22.4,AI_PROJ_0135,2024-03-22,Completed,1.0,IBM Watson + Java,3,False
COMP_0136,Small,49,9670571.49,1421383.31,0.147,Media/Entertainment,10,Europe,Private,Growth,Process Automation,Intermediate,155583.31,0.016088,3,False,False,False,0.73,-0.16,-0.14,-0.008,-15100.6,-2048.93,-0.0551,120.0,AI_PROJ_0136,2023-01-28,Completed,1.0,AWS SageMaker + Python,7,False
COMP_0137,Small,26,3352346.92,39352.37,0.0117,Retail/E-commerce,19,North America,Private,Growth,Process Automation,Basic,36663.69,0.010937,3,False,False,False,0.75,-0.47,-0.48,-0.024,-15891.48,-187.63,-0.2193,120.0,AI_PROJ_0137,2024-10-04,Deployment,0.9,Scikit-learn + Python,9,False
COMP_0138,Small,8,539146.46,71742.41,0.1331,Financial Services,65,North America,Private,Declining,Other,Intermediate,15532.4,0.028809,3,False,True,False,0.52,0.55,0.59,0.027,2951.16,424.21,0.1087,120.0,AI_PROJ_0138,2024-12-26,Deployment,0.82,Scikit-learn + Python,4,False
COMP_0139,Small,49,3143931.06,153948.36,0.049,Energy/Utilities,49,North America,Private,Mature,Customer Analytics/Personalization,Intermediate,148613.59,0.04727,4,False,False,False,0.58,2.18,2.45,0.109,68647.18,3778.15,0.2437,120.0,AI_PROJ_0139,2025-07-05,Planning,0.2,DataRobot Platform,10,False
COMP_0140,Small,24,2900902.27,71900.86,0.0248,Manufacturing,1,North America,Private,Growth,Natural Language Processing,Intermediate,67796.91,0.023371,4,False,True,True,0.74,4.62,5.6,0.269,133938.29,4022.85,1.0175,120.0,AI_PROJ_0140,2023-06-20,Completed,1.0,Microsoft Power Platform,24,True
COMP_0141,Small,17,3539406.35,522307.22,0.1476,Technology,9,North America,Private,Growth,Natural Language Processing,Basic,27594.61,0.007796,3,False,True,True,0.81,25.37,42.99,2.612,897963.77,224561.69,20.3396,1.5,AI_PROJ_0141,2025-06-16,Development,0.52,IBM Watson + Java,2,False
COMP_0142,Small,15,3294702.73,860769.42,0.2613,Technology,7,North America,Private,Growth,Customer Analytics/Personalization,Basic,73296.03,0.022247,3,False,False,True,0.81,4.01,7.52,0.361,132142.44,64760.87,1.3432,13.6,AI_PROJ_0142,2024-06-10,Completed,1.0,Custom ML Pipeline,10,True
COMP_0143,Small,49,7323943.91,1101698.88,0.1504,Healthcare,1,Asia-Pacific,Private,Growth,Predictive Analytics,Intermediate,186905.19,0.02552,4,True,False,True,0.54,29.29,75.02,4.0,2144832.51,826500.77,7.9488,2.7,AI_PROJ_0143,2024-08-27,Completed,1.0,Apache Spark + Scala,18,False
COMP_0144,Small,47,8602578.54,399505.5,0.0464,Manufacturing,23,Europe,Private,Declining,Customer Analytics/Personalization,Basic,29075.9,0.00338,6,True,False,True,0.74,0.06,0.1,0.003,4970.81,394.21,0.0923,120.0,AI_PROJ_0144,2024-09-12,Completed,1.0,Azure ML + .NET,3,False
COMP_0145,Medium,140,58395506.84,11322195.16,0.1939,Other,3,Europe,Private,Startup,Other,Advanced,5871502.23,0.100547,4,False,False,True,0.37,7.26,7.54,0.835,4239236.27,853557.77,0.4337,82.5,AI_PROJ_0145,2023-02-01,Completed,1.0,AWS SageMaker + Python,4,True
COMP_0146,Medium,499,102138086.72,11120232.97,0.1089,Professional Services,1,North America,Private,Startup,Natural Language Processing,Basic,1136807.62,0.01113,3,False,False,True,0.54,5.65,6.64,0.336,5771836.36,738213.81,2.8633,18.5,AI_PROJ_0146,2023-06-05,Completed,1.0,PyTorch + Python,22,False
COMP_0147,Small,4,855587.06,24082.4,0.0281,Media/Entertainment,31,Asia-Pacific,Private,Mature,Customer Analytics/Personalization,Basic,18885.89,0.022074,3,False,True,True,0.66,16.46,17.91,1.545,140809.46,4313.27,3.8421,52.5,AI_PROJ_0147,2022-11-10,Completed,1.0,Scikit-learn + Python,3,True
COMP_0148,Medium,50,38882903.21,4949996.72,0.1273,Technology,35,Other,Private,Mature,Predictive Analytics,Basic,362833.04,0.009331,8,True,False,True,0.64,2.83,6.88,0.522,1101771.25,340426.38,1.9874,12.8,AI_PROJ_0148,2024-09-20,Completed,1.0,Apache Spark + Scala,9,True
COMP_0149,Medium,50,10506240.69,985651.63,0.0938,Healthcare,5,Asia-Pacific,Private,Startup,Process Automation,Intermediate,84215.74,0.008016,3,False,False,True,0.58,5.68,6.77,0.674,596269.55,66700.06,3.9361,15.2,AI_PROJ_0149,2025-03-26,Deployment,0.71,Microsoft Power Platform,18,False
COMP_0150,Small,49,4171993.09,455044.38,0.1091,Manufacturing,5,North America,Private,Growth,Customer Analytics/Personalization,Intermediate,108986.07,0.026123,7,False,True,True,0.74,50.0,80.0,4.0,2085996.54,364035.5,11.2401,3.6,AI_PROJ_0150,2023-12-14,Completed,1.0,IBM Watson + Java,3,False
COMP_0151,Small,49,10035125.14,100351.25,0.01,Retail/E-commerce,86,Europe,Private,Declining,Process Automation,Intermediate,176522.33,0.01759,10,False,False,True,0.75,5.42,6.02,0.37,544274.89,6041.35,1.5588,120.0,AI_PROJ_0151,2025-02-28,Deployment,0.92,IBM Watson + Java,10,False
COMP_0152,Small,19,2399577.93,149966.74,0.0625,Professional Services,10,North America,Private,Mature,Natural Language Processing,Intermediate,144992.72,0.060424,8,False,False,False,0.64,-1.99,-1.86,-0.099,-47669.74,-2787.65,-0.174,120.0,AI_PROJ_0152,2025-05-07,Development,0.37,Azure ML + .NET,15,True
COMP_0153,Small,49,8877454.56,498020.74,0.0561,Education,4,Asia-Pacific,Private,Growth,Process Automation,Intermediate,83063.81,0.009357,3,True,False,False,0.63,-2.68,-2.99,-0.134,-238312.86,-14883.78,-1.5241,120.0,AI_PROJ_0153,2023-03-05,Completed,1.0,TensorFlow + Python,2,False
COMP_0154,Medium,140,35956786.63,4336645.67,0.1206,Technology,9,Asia-Pacific,Private,Growth,Computer Vision,Basic,560114.58,0.015577,3,True,False,False,0.61,0.58,0.54,0.029,207180.61,23617.98,0.206,120.0,AI_PROJ_0154,2023-03-18,Completed,1.0,DataRobot Platform,7,True
COMP_0155,Small,13,1218151.74,111141.4,0.0912,Retail/E-commerce,42,North America,Private,Mature,Process Automation,Intermediate,21663.81,0.017784,5,False,True,False,0.75,0.31,0.32,0.015,3717.43,352.11,0.0939,120.0,AI_PROJ_0155,2024-09-20,Completed,1.0,Google Cloud AI + Python,10,False
COMP_0156,Medium,82,17011519.61,2237305.79,0.1315,Retail/E-commerce,1,Asia-Pacific,Private,Growth,Process Automation,Basic,196886.31,0.011574,3,False,False,False,0.65,2.01,2.19,0.1,341853.26,48966.07,0.9925,48.3,AI_PROJ_0156,2023-03-15,Completed,1.0,TensorFlow + Python,2,True
COMP_0157,Small,35,4677918.66,1170543.47,0.2502,Financial Services,19,North America,Private,Mature,Process Automation,Basic,42523.6,0.00909,10,False,False,True,0.78,6.9,10.73,1.049,322740.56,125598.01,5.2716,4.1,AI_PROJ_0157,2024-08-28,Completed,1.0,Google Cloud AI + Python,5,True
COMP_0158,Small,1,105690.1,6897.31,0.0653,Healthcare,6,Asia-Pacific,Private,Growth,Process Automation,Intermediate,3487.21,0.032995,8,False,False,True,0.68,10.47,12.94,0.723,11063.25,892.37,1.7142,46.9,AI_PROJ_0158,2024-02-04,Completed,1.0,Microsoft Power Platform,9,False
COMP_0159,Small,3,311952.5,71714.96,0.2299,Energy/Utilities,46,North America,Public,Mature,Fraud Detection/Risk Management,Intermediate,6187.35,0.019834,3,True,False,True,0.61,6.7,14.99,0.664,20891.07,10746.61,2.5566,6.9,AI_PROJ_0159,2025-04-19,Development,0.32,Google Cloud AI + Python,3,True
COMP_0160,Small,1,56002.77,5161.35,0.0922,Healthcare,46,Other,Private,Mature,Fraud Detection/Risk Management,Basic,854.72,0.015262,4,False,False,True,0.64,9.43,14.66,0.558,5279.85,756.54,3.5312,13.6,AI_PROJ_0160,2022-11-05,Completed,1.0,AWS SageMaker + Python,11,False
COMP_0161,Medium,179,67885364.86,11574932.08,0.1705,Energy/Utilities,4,North America,Public,Startup,Predictive Analytics,Intermediate,1763901.66,0.025984,9,False,False,True,0.41,14.55,17.49,1.575,9874292.29,2024471.74,3.3729,10.5,AI_PROJ_0161,2024-03-07,Completed,1.0,Google Cloud AI + Python,23,True
COMP_0162,Small,10,927502.98,111533.5,0.1203,Technology,1,Asia-Pacific,Private,Startup,Fraud Detection/Risk Management,Basic,14724.82,0.015876,5,True,False,True,0.84,27.73,66.74,4.0,257169.96,74434.02,11.26,2.4,AI_PROJ_0162,2024-02-14,Completed,1.0,Apache Spark + Scala,5,True
COMP_0163,Small,5,507356.08,40430.33,0.0797,Healthcare,37,North America,Private,Declining,Customer Analytics/Personalization,Intermediate,18149.14,0.035772,13,False,False,False,0.76,1.76,1.69,0.088,8931.08,681.83,0.2648,120.0,AI_PROJ_0163,2024-02-12,Completed,1.0,IBM Watson + Java,5,True
COMP_0164,Small,3,389814.42,87335.86,0.224,Manufacturing,3,North America,Private,Startup,Process Automation,Basic,8810.76,0.022602,10,False,False,True,0.81,8.13,7.71,0.374,31710.48,6735.41,2.1818,15.7,AI_PROJ_0164,2025-05-31,Development,0.36,H2O.ai + R,24,False
COMP_0165,Small,21,3715270.93,136582.41,0.0368,Manufacturing,55,Europe,Private,Mature,Process Automation,Intermediate,142793.92,0.038434,6,False,False,True,0.81,15.39,17.97,0.901,571847.89,24548.04,2.0883,69.8,AI_PROJ_0165,2024-03-09,Completed,1.0,Google Cloud AI + Python,2,True
COMP_0166,Small,14,2790387.93,27903.88,0.01,Professional Services,39,Europe,Private,Mature,Predictive Analytics,Intermediate,114037.77,0.040868,6,False,True,True,0.57,50.0,80.0,4.0,1395193.97,22323.1,6.2151,61.3,AI_PROJ_0166,2023-11-28,Completed,1.0,Azure ML + .NET,6,False
COMP_0167,Medium,499,174624432.51,10498504.24,0.0601,Financial Services,24,North America,Private,Mature,Predictive Analytics,Basic,6193237.09,0.035466,3,True,False,True,0.54,31.06,79.23,1.781,54232390.49,8317961.9,5.0499,8.9,AI_PROJ_0167,2024-12-27,Deployment,0.72,Azure ML + .NET,17,False
COMP_0168,Small,6,891263.61,55021.94,0.0617,Healthcare,20,Europe,Private,Growth,Process Automation,Basic,16088.53,0.018051,3,False,False,True,0.68,1.95,2.13,0.181,17406.27,1173.83,0.5774,120.0,AI_PROJ_0168,2024-01-08,Completed,1.0,Azure ML + .NET,4,False
COMP_0169,Small,2,246947.01,14873.06,0.0602,Technology,21,Other,Public,Declining,Predictive Analytics,Basic,4419.72,0.017897,3,True,False,False,0.74,-0.12,-0.12,-0.006,-289.16,-17.74,-0.0347,120.0,AI_PROJ_0169,2022-10-24,Completed,1.0,Azure ML + .NET,8,True
COMP_0170,Small,16,2356359.89,214197.42,0.0909,Education,29,Europe,Private,Mature,Computer Vision,Basic,16342.36,0.006935,4,False,False,False,0.46,0.36,0.34,0.018,8436.61,736.95,0.2807,120.0,AI_PROJ_0170,2024-12-14,Deployment,0.86,AWS SageMaker + Python,13,False
COMP_0171,Small,7,868103.21,138072.89,0.1591,Financial Services,62,North America,Private,Mature,Natural Language Processing,Intermediate,30853.57,0.035541,7,False,True,False,0.71,1.01,1.19,0.051,8779.88,1642.97,0.1689,120.0,AI_PROJ_0171,2024-08-23,Completed,1.0,Custom ML Pipeline,3,True
COMP_0172,Small,2,519966.72,59188.74,0.1138,Retail/E-commerce,1,North America,Private,Startup,Process Automation,Intermediate,25311.66,0.048679,3,False,False,True,0.75,50.0,70.21,4.0,259983.36,41556.75,5.9565,7.3,AI_PROJ_0172,2022-10-09,Completed,1.0,Custom ML Pipeline,11,True
COMP_0173,Small,2,217255.55,30878.22,0.1421,Financial Services,13,Asia-Pacific,Private,Growth,Predictive Analytics,Intermediate,1756.21,0.008084,3,False,False,True,0.64,7.79,11.73,1.062,16922.7,3620.69,5.8488,5.8,AI_PROJ_0173,2023-09-29,Completed,1.0,Apache Spark + Scala,11,False
COMP_0174,Small,49,12127998.04,857730.24,0.0707,Retail/E-commerce,8,North America,Private,Mature,Computer Vision,Basic,106293.85,0.008764,4,False,False,True,0.58,7.45,9.54,1.054,903751.74,81851.9,4.6362,15.6,AI_PROJ_0174,2022-10-30,Completed,1.0,IBM Watson + Java,5,True
